,error,knn__n_neighbors,mean,rca__chunk_size,rca__num_chunks,score1,score10,score2,score3,score4,score5,score6,score7,score8,score9,std,time1,time2,time3,train_mean,train_score1,train_score10,train_score2,train_score3,train_score4,train_score5,train_score6,train_score7,train_score8,train_score9,train_std,technique,dataset
11,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0.9792843691148776,3,50,0.990990990990991,0.9809523809523809,0.0,0.0,0.0,0.0,0.9714285714285714,0.9809523809523809,0.9714285714285714,0.0,0.4896024498269816,0.09818859100341797,0.9194599390029907,0.02524600028991699,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,stand+RCA+kNN,mice-protein
12,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0.996078431372549,3,100,0.990990990990991,1.0,0.9819819819819819,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.45652125350101874,0.10637097358703614,0.9964090585708618,0.02915322780609131,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.45825756949558394,stand+RCA+kNN,mice-protein
13,Cascading:low >= high,1,0.0,3,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11455335617065429,1.033106279373169,0.02915322780609131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
14,Cascading:low >= high,1,0.0,3,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12273573875427246,1.0659090280532837,0.02915322780609131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
15,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0.0,5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13091812133789063,1.089130663871765,0.03108057975769043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
16,"Input contains NaN, infinity or a value too large for dtype('float64').",1,1.0,5,50,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.1391005039215088,1.1691893815994263,0.03453223705291748,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,stand+RCA+kNN,mice-protein
17,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0.9943502824858758,5,100,0.0,0.9904761904761905,0.990990990990991,0.0,0.0,0.0,1.0,0.0,1.0,0.9904761904761905,0.4972049097348695,0.14728288650512694,1.2318489313125611,0.037945795059204104,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,stand+RCA+kNN,mice-protein
18,Cascading:low >= high,1,0.0,5,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1554652690887451,1.2592028856277466,0.037945795059204104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
19,Cascading:low >= high,1,0.0,5,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16364765167236328,1.2779682874679565,0.037945795059204104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
20,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0.0,7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17183003425598145,1.3021625757217408,0.04001467227935791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
21,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0.9954337899543378,7,50,0.0,0.9904761904761905,0.990990990990991,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48763696910873267,0.18001241683959962,1.3458875179290772,0.04344654083251953,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4898979485566356,stand+RCA+kNN,mice-protein
22,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0.9953703703703703,7,100,0.990990990990991,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9904761904761905,0.4876369691087327,0.18819479942321776,1.4039525508880615,0.046737265586853025,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.48989794855663565,stand+RCA+kNN,mice-protein
23,Cascading:low >= high,1,0.0,7,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19637718200683593,1.4244324207305907,0.046737265586853025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
24,Cascading:low >= high,1,0.0,7,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2045595645904541,1.4381089210510254,0.046737265586853025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
25,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0.9703196347031964,10,10,0.972972972972973,0.0,0.0,0.963963963963964,0.963963963963964,0.0,0.9809523809523809,0.0,0.0,0.0,0.47544910740170054,0.21274194717407227,1.4659893989562989,0.04833085536956787,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.48989794855663565,stand+RCA+kNN,mice-protein
26,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0.998158379373849,10,50,0.0,0.9904761904761905,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.49905488907827084,0.22092432975769044,1.516045832633972,0.05015764236450195,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,stand+RCA+kNN,mice-protein
27,Cascading:low >= high,1,0.0,10,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22910671234130858,1.5311320066452025,0.05015764236450195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
28,Cascading:low >= high,1,0.0,10,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23728909492492675,1.5409515619277954,0.05015764236450195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
29,Cascading:low >= high,1,0.0,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24547147750854492,1.5502883911132812,0.05015764236450195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
30,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0.9930555555555556,16,10,0.0,1.0,0.0,1.0,0.0,0.990990990990991,0.0,0.0,0.9809523809523809,0.0,0.4864871327105131,0.25365386009216306,1.575036597251892,0.051937007904052736,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4898979485566356,stand+RCA+kNN,mice-protein
31,Cascading:low >= high,1,0.0,16,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26183624267578126,1.5870949983596803,0.051937007904052736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
32,Cascading:low >= high,1,0.0,16,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2700186252593994,1.5953892946243287,0.051937007904052736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
33,Cascading:low >= high,1,0.0,16,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2782010078430176,1.6076114177703857,0.051937007904052736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
34,Cascading:low >= high,1,0.0,16,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28638339042663574,1.6186778783798217,0.051937007904052736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
35,"Input contains NaN, infinity or a value too large for dtype('float64').",1,0.998158379373849,32,10,0.990990990990991,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4991056037563576,0.2945657730102539,1.6519851207733154,0.053522896766662595,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5,stand+RCA+kNN,mice-protein
36,Cascading:low >= high,1,0.0,32,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3027481555938721,1.6577945947647095,0.053522896766662595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
37,Cascading:low >= high,1,0.0,32,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3109305381774902,1.6652830600738526,0.053522896766662595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
38,Cascading:low >= high,1,0.0,32,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3191129207611084,1.6725717306137085,0.053522896766662595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
39,Cascading:low >= high,1,0.0,32,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32729530334472656,1.6791752815246581,0.053522896766662595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
40,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.0,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3354776859283447,1.807526707649231,0.05424678325653076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
41,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3436600685119629,1.8539132356643677,0.05495622158050537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
42,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.0,1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35184245109558104,1.9207759618759155,0.055676841735839845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
43,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.0,1,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36002483367919924,2.1187453985214235,0.05638575553894043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
44,Cascading:low >= high,2,0.0,1,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3682072162628174,2.2363593339920045,0.05638575553894043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
45,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.0,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3763895988464355,2.274183511734009,0.05710358619689941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
46,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.0,2,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3845719814300537,2.3225438356399537,0.057807636260986325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
47,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.9722222222222222,2,100,0.954954954954955,0.9904761904761905,0.0,0.0,0.972972972972973,0.0,0.0,0.0,0.9714285714285714,0.0,0.47647162454103875,0.39275436401367186,2.4024762153625487,0.05911765098571777,0.9938271604938271,0.9938080495356038,0.9928205128205129,0.0,0.0,0.9917440660474717,0.0,0.0,0.0,0.9969230769230769,0.0,0.48687383677521956,stand+RCA+kNN,mice-protein
48,Cascading:low >= high,2,0.0,2,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40093674659729006,2.4625871419906615,0.05911765098571777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
49,Cascading:low >= high,2,0.0,2,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4091191291809082,2.514946937561035,0.05911765098571777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
50,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.0,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41730151176452634,2.547156739234924,0.05982065200805664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
51,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.967984934086629,3,50,0.9819819819819819,0.9428571428571428,0.0,0.0,0.0,0.0,0.9714285714285714,0.9809523809523809,0.9619047619047619,0.0,0.4840203609322084,0.42548389434814454,2.598635220527649,0.06125013828277588,0.9907578558225508,0.9907120743034056,0.9907692307692307,0.0,0.0,0.0,0.0,0.9938461538461538,0.9866666666666667,0.9917948717948718,0.0,0.49538166055047694,stand+RCA+kNN,mice-protein
52,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.9934640522875817,3,100,0.990990990990991,0.9904761904761905,0.972972972972973,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4553415034995644,0.4336662769317627,2.67558434009552,0.06295876502990723,0.9985283296541575,0.9979360165118679,0.9989743589743589,0.9989680082559339,0.9989680082559339,0.9979360165118679,0.9989680082559339,0.0,0.997948717948718,0.0,0.0,0.45758341805842695,stand+RCA+kNN,mice-protein
53,Cascading:low >= high,2,0.0,3,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4418486595153809,2.7122815608978272,0.06295876502990723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
54,Cascading:low >= high,2,0.0,3,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.450031042098999,2.745084309577942,0.06295876502990723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
55,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.0,5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45821342468261717,2.768305945396423,0.06366572380065919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
56,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.9888268156424581,5,50,0.0,0.0,0.972972972972973,0.990990990990991,0.0,0.0,1.0,0.9904761904761905,0.9904761904761905,0.0,0.4945306817922972,0.46639580726623536,2.8483646631240847,0.06509616374969482,0.9981492905613819,0.0,0.0,1.0,0.9969040247678018,0.0,0.0,0.9989743589743589,0.9958974358974358,0.9989743589743589,0.0,0.49907616078793715,stand+RCA+kNN,mice-protein
57,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.9962335216572504,5,100,0.0,1.0,0.990990990990991,0.0,0.0,0.0,1.0,0.0,1.0,0.9904761904761905,0.49815707363461925,0.4745781898498535,2.9110242128372192,0.06653547286987305,0.9989730950913945,0.0,0.9989743589743589,0.9989680082559339,0.0,0.0,0.0,1.0,0.0,0.9989743589743589,0.997948717948718,0.4994867550226969,stand+RCA+kNN,mice-protein
58,Cascading:low >= high,2,0.0,5,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4827605724334717,2.938378167152405,0.06653547286987305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
59,Cascading:low >= high,2,0.0,5,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49094295501708984,2.9571435689926147,0.06653547286987305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
60,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.0,7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.499125337600708,2.981337857246399,0.06750676631927491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
61,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.9931506849315068,7,50,0.0,1.0,0.9819819819819819,0.990990990990991,0.0,1.0,0.0,0.0,0.0,0.0,0.48661076157080596,0.5073077201843261,3.0250627994537354,0.06882038116455078,0.9976816074188563,0.0,0.997948717948718,1.0,0.9958720330237358,0.0,0.9969040247678018,0.0,0.0,0.0,0.0,0.48876292421191786,stand+RCA+kNN,mice-protein
62,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.9953703703703703,7,100,0.990990990990991,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9904761904761905,0.4876369691087327,0.5154901027679444,3.08312783241272,0.07009165287017823,0.9979423868312757,0.9989680082559339,0.0,0.0,0.9969040247678018,0.0,0.0,0.997948717948718,0.0,0.0,0.997948717948718,0.4888901363421978,stand+RCA+kNN,mice-protein
63,Cascading:low >= high,2,0.0,7,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5236724853515625,3.103607702255249,0.07009165287017823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
64,Cascading:low >= high,2,0.0,7,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5318548679351807,3.1172842025756835,0.07009165287017823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
65,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.9360730593607306,10,10,0.9369369369369369,0.0,0.0,0.9369369369369369,0.9369369369369369,0.0,0.9333333333333333,0.0,0.0,0.0,0.45856319578532817,0.5400372505187988,3.145164680480957,0.07136342525482178,0.9829984544049459,0.9834881320949432,0.0,0.0,0.9814241486068112,0.9814241486068112,0.0,0.9856410256410256,0.0,0.0,0.0,0.4815681868346699,stand+RCA+kNN,mice-protein
66,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.998158379373849,10,50,0.0,1.0,0.0,1.0,1.0,0.990990990990991,0.0,1.0,0.0,0.0,0.4991056037563576,0.548219633102417,3.19522111415863,0.0727843999862671,0.9983528927321392,0.0,1.0,0.0,0.9979360165118679,0.9979360165118679,0.9989680082559339,0.0,0.9969230769230769,0.0,0.0,0.49917686105215575,stand+RCA+kNN,mice-protein
67,Cascading:low >= high,2,0.0,10,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5564020156860352,3.2103072881698607,0.0727843999862671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
68,Cascading:low >= high,2,0.0,10,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5645843982696533,3.2201268434524537,0.0727843999862671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
69,Cascading:low >= high,2,0.0,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5727667808532715,3.2294636726379395,0.0727843999862671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
70,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.9884259259259259,16,10,0.0,1.0,0.0,0.990990990990991,0.0,0.9819819819819819,0.0,0.0,0.9809523809523809,0.0,0.48427954328232153,0.5809491634368896,3.2542118787765504,0.07406704425811768,0.9981995884773662,0.0,1.0,0.0,1.0,0.0,0.9958720330237358,0.0,0.0,0.9969230769230769,0.0,0.4890169167277433,stand+RCA+kNN,mice-protein
71,Cascading:low >= high,2,0.0,16,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5891315460205078,3.2662702798843384,0.07406704425811768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
72,Cascading:low >= high,2,0.0,16,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.597313928604126,3.274564576148987,0.07406704425811768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
73,Cascading:low >= high,2,0.0,16,500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6054963111877442,3.286786699295044,0.07406704425811768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
74,Cascading:low >= high,2,0.0,16,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6136786937713623,3.29785315990448,0.07406704425811768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
75,"Input contains NaN, infinity or a value too large for dtype('float64').",2,0.996316758747698,32,10,0.990990990990991,0.9904761904761905,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.49815707363461925,0.6218610763549804,3.3311604022979737,0.07547585964202881,0.9993823347745522,0.9989680082559339,1.0,0.0,1.0,0.0,0.9979360165118679,0.0,0.0,1.0,0.0,0.4996907434900447,stand+RCA+kNN,mice-protein
76,Cascading:low >= high,2,0.0,32,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6300434589385986,3.3369698762893676,0.07547585964202881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stand+RCA+kNN,mice-protein
